timer,hart
195.746983132,513
196.601773452,515
197.456563771,515
198.31135409,516
199.16614441,516
200.020934729,517
200.875725048,518
201.730515368,517
202.585305687,517
203.440096006,516
204.294886326,517
205.149676645,515
206.004466964,514
206.859257284,513
207.714047603,514
208.568837923,512
209.423628242,511
210.278418561,513
211.133208881,514
211.9879992,512
212.842789519,514
213.697579839,513
214.552370158,515
215.407160477,514
216.261950797,514
217.116741116,516
217.971531435,515
218.826321755,516
219.681112074,515
220.535902393,516
221.390692713,514
222.245483032,514
223.100273352,513
223.955063671,513
224.80985399,513
225.66464431,512
226.519434629,513
227.374224948,515
228.229015268,516
229.083805587,515
229.938595906,514
230.793386226,516
231.648176545,515
232.502966864,516
233.357757184,516
234.212547503,516
235.067337823,516
235.922128142,515
236.776918461,516
237.631708781,515
238.4864991,515
239.341289419,515
240.196079739,514
241.050870058,515
241.905660377,515
242.760450697,515
243.615241016,515
244.470031335,516
245.324821655,515
246.179611974,514
247.034402293,514
247.889192613,514
248.743982932,515
249.598773252,514
250.453563571,516
251.30835389,514
252.16314421,516
253.017934529,515
253.872724848,516
254.727515168,515
255.582305487,514
256.437095806,514
257.291886126,513
258.146676445,513
259.001466764,512
259.856257084,512
260.711047403,512
261.565837723,512
262.420628042,513
263.275418361,513
264.130208681,514
264.984999,514
265.839789319,514
266.694579639,515
267.549369958,515
268.404160277,515
269.258950597,514
270.113740916,515
270.968531235,516
271.823321555,515
272.678111874,514
273.532902193,514
274.387692513,515
275.242482832,514
276.097273152,514
276.952063471,514
277.80685379,514
278.66164411,514
279.516434429,513
280.371224748,515
281.226015068,516
282.080805387,516
282.935595706,514
283.790386026,516
284.645176345,515
285.499966664,514
286.354756984,513
287.209547303,513
288.064337623,513
288.919127942,513
289.773918261,513
290.628708581,514
291.4834989,512
292.338289219,513
293.193079539,513
294.047869858,514
294.902660177,513
295.757450497,512
296.612240816,512
297.467031135,511
298.321821455,511
299.176611774,511
300.031402093,511
300.886192413,512
301.740982732,511
302.595773052,511
303.450563371,511
304.30535369,513
305.16014401,512
306.014934329,513
306.869724648,512
307.724514968,513
308.579305287,513
309.434095606,513
310.288885926,513
311.143676245,513
311.998466564,513
312.853256884,513
313.708047203,516
314.562837523,515
315.417627842,516
316.272418161,518
317.127208481,519
317.9819988,520
318.836789119,521
319.691579439,522
320.546369758,523
321.401160077,522
322.255950397,520
323.110740716,519
323.965531035,519
324.820321355,518
325.675111674,518
326.529901993,519
327.384692313,517
328.239482632,517
329.094272952,518
329.949063271,518
330.80385359,519
331.65864391,519
332.513434229,518
333.368224548,517
334.223014868,517
335.077805187,516
335.932595506,515
336.787385826,517
337.642176145,516
338.496966464,517
339.351756784,517
340.206547103,517
341.061337422,518
341.916127742,518
342.770918061,517
343.625708381,518
344.4804987,519
345.335289019,518
346.190079339,518
347.044869658,518
347.899659977,518
348.754450297,516
349.609240616,517
350.464030935,516
351.318821255,516
352.173611574,515
353.028401893,517
353.883192213,518
354.737982532,517
355.592772852,518
356.447563171,519
357.30235349,519
358.15714381,518
359.011934129,518
359.866724448,517
360.721514768,519
361.576305087,518
362.431095406,518
363.285885726,518
364.140676045,517
364.995466364,516
365.850256684,516
366.705047003,515
367.559837322,515
368.414627642,515
369.269417961,515
370.124208281,517
370.9789986,515
371.833788919,517
372.688579239,517
373.543369558,518
374.398159877,518
375.252950197,518
376.107740516,518
376.962530835,518
377.817321155,518
378.672111474,517
379.526901793,519
380.381692113,518
381.236482432,519
382.091272752,518
382.946063071,517
383.80085339,518
384.65564371,516
385.510434029,517
386.365224348,516
387.220014668,516
388.074804987,516
388.929595306,515
389.784385626,515
390.639175945,515
391.493966264,515
392.348756584,514
393.203546903,515
394.058337222,515
394.913127542,514
395.767917861,514
396.622708181,513
397.4774985,514
398.332288819,514
399.187079139,514
400.041869458,514
400.896659777,513
401.751450097,512
402.606240416,512
403.461030735,513
404.315821055,512
405.170611374,512
406.025401693,513
406.880192013,513
407.734982332,512
408.589772652,512
409.444562971,514
410.29935329,517
411.15414361,517
412.008933929,517
412.863724248,518
413.718514568,519
414.573304887,519
415.428095206,519
416.282885526,518
417.137675845,517
417.992466164,514
418.847256484,512
419.702046803,509
420.556837122,501
421.411627442,491
422.266417761,483
423.121208081,480
423.9759984,478
424.830788719,480
425.685579039,486
426.540369358,492
427.395159677,499
428.249949997,505
429.104740316,513
429.959530635,520
430.814320955,526
431.669111274,531
432.523901593,537
433.378691913,542
434.233482232,546
435.088272552,550
435.943062871,553
436.79785319,556
437.65264351,560
438.507433829,562
439.362224148,562
440.217014468,562
441.071804787,558
441.926595106,555
442.781385426,551
443.636175745,547
444.490966064,541
445.345756384,535
446.200546703,531
447.055337022,528
447.910127342,523
448.764917661,520
449.619707981,518
450.4744983,517
451.329288619,516
452.184078939,515
453.038869258,515
453.893659577,514
454.748449897,511
455.603240216,511
456.458030535,512
457.312820855,511
458.167611174,510
459.022401493,512
459.877191813,512
460.731982132,513
461.586772451,513
462.441562771,514
463.29635309,515
464.15114341,516
465.005933729,515
465.860724048,517
466.715514368,517
467.570304687,517
468.425095006,517
469.279885326,518
470.134675645,519
470.989465964,518
471.844256284,519
472.699046603,523
473.553836922,525
474.408627242,526
475.263417561,531
476.118207881,538
476.9729982,542
477.827788519,546
478.682578839,549
479.537369158,550
480.392159477,549
481.246949797,547
482.101740116,545
482.956530435,543
483.811320755,539
484.666111074,535
485.520901393,531
486.375691713,530
487.230482032,527
488.085272351,524
488.940062671,523
489.79485299,522
490.64964331,519
491.504433629,517
492.359223948,515
493.214014268,516
494.068804587,515
494.923594906,516
495.778385226,516
496.633175545,519
497.487965864,520
498.342756184,520
499.197546503,523
500.052336822,524
500.907127142,524
501.761917461,524
502.616707781,524
503.4714981,524
504.326288419,523
505.181078739,522
506.035869058,521
506.890659377,521
507.745449697,518
508.600240016,517
509.455030335,518
510.309820655,516
511.164610974,516
512.019401293,515
512.874191613,515
513.728981932,514
514.583772251,512
515.438562571,512
516.29335289,510
517.14814321,510
518.002933529,510
518.857723848,510
519.712514168,510
520.567304487,510
521.422094806,509
522.276885126,510
523.131675445,511
523.986465764,511
524.841256084,511
525.696046403,511
526.550836722,513
527.405627042,512
528.260417361,513
529.115207681,515
529.969998,514
530.824788319,513
531.679578639,512
532.534368958,514
533.389159277,513
534.243949597,513
535.098739916,513
535.953530235,516
536.808320555,515
537.663110874,515
538.517901193,516
539.372691513,516
540.227481832,515
541.082272151,516
541.937062471,516
542.79185279,516
543.64664311,515
544.501433429,515
545.356223748,514
546.211014068,514
547.065804387,514
547.920594706,513
548.775385026,514
549.630175345,514
550.484965664,513
551.339755984,511
552.194546303,511
553.049336622,510
553.904126942,508
554.758917261,510
555.613707581,511
556.4684979,511
557.323288219,513
558.178078539,512
559.032868858,514
559.887659177,517
560.742449497,517
561.597239816,516
562.452030135,517
563.306820455,517
564.161610774,515
565.016401093,515
565.871191413,516
566.725981732,515
567.580772051,514
568.435562371,514
569.29035269,515
570.14514301,516
570.999933329,516
571.854723648,516
572.709513968,518
573.564304287,517
574.419094606,518
575.273884926,518
576.128675245,519
576.983465564,520
577.838255884,520
578.693046203,521
579.547836522,522
580.402626842,523
581.257417161,523
582.11220748,523
582.9669978,523
583.821788119,522
584.676578439,522
585.531368758,521
586.386159077,521
587.240949397,520
588.095739716,519
588.950530035,519
589.805320355,518
590.660110674,517
591.514900993,516
592.369691313,514
593.224481632,512
594.079271951,509
594.934062271,508
595.78885259,505
596.64364291,499
597.498433229,487
598.353223548,480
599.208013868,476
600.062804187,475
600.917594506,474
601.772384826,476
602.627175145,479
603.481965464,479
604.336755784,483
605.191546103,491
606.046336422,502
606.901126742,508
607.755917061,509
608.61070738,511
609.4654977,513
610.320288019,510
611.175078339,509
612.029868658,508
612.884658977,505
613.739449297,504
614.594239616,503
615.449029935,504
616.303820255,505
617.158610574,506
618.013400893,504
618.868191213,505
619.722981532,502
620.577771851,497
621.432562171,497
622.28735249,500
623.14214281,502
623.996933129,506
624.851723448,510
625.706513768,516
626.561304087,521
627.416094406,525
628.270884726,529
629.125675045,531
629.980465364,530
630.835255684,531
631.690046003,530
632.544836322,530
633.399626642,529
634.254416961,529
635.10920728,529
635.9639976,530
636.818787919,528
637.673578239,523
638.528368558,514
639.383158877,501
640.237949197,490
641.092739516,486
641.947529835,483
642.802320155,480
643.657110474,482
644.511900793,487
645.366691113,491
646.221481432,494
647.076271751,499
647.931062071,506
648.78585239,512
649.64064271,516
650.495433029,521
651.350223348,525
652.205013668,527
653.059803987,530
653.914594306,530
654.769384626,531
655.624174945,532
656.478965264,529
657.333755584,531
658.188545903,523
659.043336222,518
659.898126542,514
660.752916861,512
661.60770718,512
662.4624975,513
663.317287819,512
664.172078139,511
665.026868458,512
665.881658777,512
666.736449097,510
667.591239416,510
668.446029735,510
669.300820055,511
670.155610374,510
671.010400693,510
671.865191013,511
672.719981332,511
673.574771651,511
674.429561971,511
675.28435229,512
676.13914261,514
676.993932929,514
677.848723248,514
678.703513568,516
679.558303887,516
680.413094206,515
681.267884526,506
682.122674845,504
682.977465164,504
683.832255484,506
684.687045803,508
685.541836122,512
686.396626442,515
687.251416761,515
688.10620708,517
688.9609974,520
689.815787719,519
690.670578039,519
691.525368358,521
692.380158677,520
693.234948997,519
694.089739316,519
694.944529635,518
695.799319955,518
696.654110274,516
697.508900593,517
698.363690913,518
699.218481232,520
700.073271551,520
700.928061871,520
701.78285219,521
702.63764251,521
703.492432829,519
704.347223148,519
705.202013468,519
706.056803787,518
706.911594106,517
707.766384426,517
708.621174745,517
709.475965064,517
710.330755384,515
711.185545703,515
712.040336022,516
712.895126342,515
713.749916661,514
714.60470698,514
715.4594973,514
716.314287619,512
717.169077939,513
718.023868258,514
718.878658577,514
719.733448897,514
720.588239216,515
721.443029535,516
722.297819855,517
723.152610174,517
724.007400493,517
724.862190813,518
725.716981132,519
726.571771451,519
727.426561771,518
728.28135209,519
729.136142409,518
729.990932729,516
730.845723048,516
731.700513368,516
732.555303687,516
733.410094006,513
734.264884326,513
735.119674645,512
735.974464964,513
736.829255284,512
737.684045603,512
738.538835922,511
739.393626242,511
740.248416561,510
741.10320688,510
741.9579972,510
742.812787519,510
743.667577839,510
744.522368158,510
745.377158477,511
746.231948797,510
747.086739116,509
747.941529435,509
748.796319755,511
749.651110074,510
750.505900393,510
751.360690713,511
752.215481032,512
753.070271351,511
753.925061671,511
754.77985199,511
755.634642309,511
756.489432629,511
757.344222948,511
758.199013268,512
759.053803587,512
759.908593906,512
760.763384226,513
761.618174545,513
762.472964864,513
763.327755184,513
764.182545503,513
765.037335822,514
765.892126142,514
766.746916461,513
767.60170678,513
768.4564971,513
769.311287419,513
770.166077739,514
771.020868058,515
771.875658377,515
772.730448697,514
773.585239016,514
774.440029335,514
775.294819655,514
776.149609974,512
777.004400293,512
777.859190613,512
778.713980932,512
779.568771251,512
780.423561571,512
781.27835189,513
782.133142209,514
782.987932529,514
783.842722848,513
784.697513168,515
785.552303487,515
786.407093806,514
787.261884126,514
788.116674445,515
788.971464764,516
789.826255084,515
790.681045403,516
791.535835722,516
792.390626042,516
793.245416361,515
794.10020668,515
794.954997,515
795.809787319,515
796.664577639,515
797.519367958,516
798.374158277,516
799.228948597,516
800.083738916,514
800.938529235,514
801.793319555,514
802.648109874,514
803.502900193,513
804.357690513,513
805.212480832,514
806.067271151,513
806.922061471,512
807.77685179,512
808.631642109,512
809.486432429,512
810.341222748,511
811.196013068,512
812.050803387,513
812.905593706,513
813.760384026,514
814.615174345,515
815.469964664,515
816.324754984,514
817.179545303,515
818.034335622,515
818.889125942,516
819.743916261,515
820.59870658,514
821.4534969,516
822.308287219,517
823.163077539,517
824.017867858,516
824.872658177,517
825.727448497,516
826.582238816,516
827.437029135,516
828.291819455,516
829.146609774,515
830.001400093,514
830.856190413,514
831.710980732,513
832.565771051,513
833.420561371,513
834.27535169,514
835.130142009,515
835.984932329,514
836.839722648,514
837.694512968,515
838.549303287,515
839.404093606,514
840.258883926,514
841.113674245,516
841.968464564,515
842.823254884,515
843.678045203,516
844.532835522,517
845.387625842,517
846.242416161,516
847.09720648,516
847.9519968,515
848.806787119,515
849.661577438,514
850.516367758,515
851.371158077,515
852.225948397,514
853.080738716,513
853.935529035,513
854.790319355,514
855.645109674,514
856.499899993,514
857.354690313,514
858.209480632,514
859.064270951,514
859.919061271,514
860.77385159,514
861.628641909,516
862.483432229,515
863.338222548,514
864.193012868,514
865.047803187,514
865.902593506,513
866.757383826,514
867.612174145,514
868.466964464,514
869.321754784,512
870.176545103,513
871.031335422,514
871.886125742,514
872.740916061,514
873.59570638,514
874.4504967,515
875.305287019,514
876.160077338,515
877.014867658,516
877.869657977,515
878.724448297,516
879.579238616,516
880.434028935,516
881.288819255,516
882.143609574,516
882.998399893,516
883.853190213,515
884.707980532,517
885.562770851,515
886.417561171,516
887.27235149,515
888.127141809,516
888.981932129,514
889.836722448,515
890.691512768,515
891.546303087,516
892.401093406,515
893.255883726,516
894.110674045,516
894.965464364,517
895.820254684,515
896.675045003,515
897.529835322,516
898.384625642,516
899.239415961,515
900.09420628,516
900.9489966,516
901.803786919,515
902.658577238,514
903.513367558,514
904.368157877,516
905.222948197,515
906.077738516,515
906.932528835,516
907.787319155,516
908.642109474,517
909.496899793,516
910.351690113,516
911.206480432,516
912.061270751,516
912.916061071,514
913.77085139,515
914.625641709,516
915.480432029,514
916.335222348,514
917.190012668,513
918.044802987,514
918.899593306,512
919.754383626,513
920.609173945,513
921.463964264,514
922.318754584,514
923.173544903,513
924.028335222,514
924.883125542,516
925.737915861,514
926.59270618,515
927.4474965,514
928.302286819,514
929.157077138,513
930.011867458,514
930.866657777,515
931.721448097,514
932.576238416,514
933.431028735,515
934.285819055,517
935.140609374,515
935.995399693,515
936.850190013,515
937.704980332,516
938.559770651,515
939.414560971,515
940.26935129,516
941.124141609,516
941.978931929,515
942.833722248,515
943.688512568,515
944.543302887,515
945.398093206,514
946.252883526,514
947.107673845,514
947.962464164,514
948.817254484,514
949.672044803,514
950.526835122,514
951.381625442,515
952.236415761,515
953.09120608,514
953.9459964,515
954.800786719,514
955.655577038,514
956.510367358,514
957.365157677,515
958.219947997,514
959.074738316,513
959.929528635,514
960.784318955,514
961.639109274,515
962.493899593,514
963.348689913,515
964.203480232,516
965.058270551,515
965.913060871,515
966.76785119,516
967.622641509,517
968.477431829,517
969.332222148,516
970.187012467,517
971.041802787,516
971.896593106,516
972.751383426,516
973.606173745,516
974.460964064,516
975.315754384,515
976.170544703,516
977.025335022,516
977.880125342,517
978.734915661,516
979.58970598,516
980.4444963,516
981.299286619,516
982.154076938,515
983.008867258,514
983.863657577,516
984.718447897,515
985.573238216,514
986.428028535,513
987.282818855,513
988.137609174,514
988.992399493,513
989.847189813,513
990.701980132,514
991.556770451,512
992.411560771,513
993.26635109,514
994.121141409,515
994.975931729,514
995.830722048,514
996.685512367,514
997.540302687,515
998.395093006,515
999.249883326,514
1000.10467364,514
1000.95946396,515
1001.81425428,514
1002.6690446,514
1003.52383492,514
1004.37862524,515
1005.23341556,513
1006.08820588,513
1006.9429962,513
1007.79778652,514
1008.65257684,513
1009.50736716,514
1010.36215748,514
1011.2169478,514
1012.07173812,514
1012.92652844,514
1013.78131875,514
1014.63610907,514
1015.49089939,514
1016.34568971,515
1017.20048003,515
1018.05527035,515
1018.91006067,514
1019.76485099,515
1020.61964131,516
1021.47443163,515
1022.32922195,516
1023.18401227,515
1024.03880259,516
1024.89359291,516
1025.74838323,515
1026.60317354,515
1027.45796386,515
1028.31275418,516
1029.1675445,515
1030.02233482,515
1030.87712514,514
1031.73191546,514
1032.58670578,514
1033.4414961,515
1034.29628642,516
1035.15107674,515
1036.00586706,514
1036.86065738,516
1037.7154477,516
1038.57023802,515
1039.42502834,516
1040.27981865,515
1041.13460897,514
1041.98939929,514
1042.84418961,514
1043.69897993,515
1044.55377025,513
1045.40856057,514
1046.26335089,515
1047.11814121,515
1047.97293153,515
1048.82772185,514
1049.68251217,515
1050.53730249,516
1051.39209281,516
1052.24688313,516
1053.10167344,516
1053.95646376,517
1054.81125408,515
1055.6660444,515
1056.52083472,516
1057.37562504,516
1058.23041536,515
1059.08520568,514
1059.939996,515
1060.79478632,515
1061.64957664,514
1062.50436696,514
1063.35915728,515
1064.2139476,514
1065.06873792,514
1065.92352824,515
1066.77831855,515
1067.63310887,515
1068.48789919,516
1069.34268951,516
1070.19747983,516
1071.05227015,515
1071.90706047,515
1072.76185079,514
1073.61664111,516
1074.47143143,515
1075.32622175,514
1076.18101207,513
1077.03580239,513
1077.89059271,514
1078.74538303,514
1079.60017334,513
1080.45496366,513
1081.30975398,513
1082.1645443,513
1083.01933462,514
1083.87412494,514
1084.72891526,514
1085.58370558,515
1086.4384959,516
1087.29328622,516
1088.14807654,515
1089.00286686,515
1089.85765718,516
1090.7124475,515
1091.56723782,515
1092.42202814,514
1093.27681845,514
1094.13160877,514
1094.98639909,514
1095.84118941,514
1096.69597973,514
1097.55077005,515
1098.40556037,514
1099.26035069,516
1100.11514101,516
1100.96993133,516
1101.82472165,514
1102.67951197,515
1103.53430229,516
1104.38909261,515
1105.24388293,515
1106.09867324,514
1106.95346356,515
1107.80825388,514
1108.6630442,514
1109.51783452,514
1110.37262484,515
1111.22741516,515
1112.08220548,514
1112.9369958,515
1113.79178612,516
1114.64657644,515
1115.50136676,516
1116.35615708,516
1117.2109474,517
1118.06573772,516
1118.92052804,516
1119.77531835,517
1120.63010867,517
1121.48489899,518
1122.33968931,516
1123.19447963,518
1124.04926995,516
1124.90406027,515
1125.75885059,514
1126.61364091,514
1127.46843123,515
1128.32322155,514
1129.17801187,514
1130.03280219,514
1130.88759251,515
1131.74238283,515
1132.59717314,515
1133.45196346,516
1134.30675378,516
1135.1615441,516
1136.01633442,515
1136.87112474,517
1137.72591506,516
1138.58070538,515
1139.4354957,516
1140.29028602,516
1141.14507634,515
1141.99986666,514
1142.85465698,516
1143.7094473,515
1144.56423762,515
1145.41902794,515
1146.27381825,515
1147.12860857,515
1147.98339889,515
1148.83818921,514
1149.69297953,515
1150.54776985,514
1151.40256017,515
1152.25735049,515
1153.11214081,516
1153.96693113,515
1154.82172145,514
1155.67651177,513
1156.53130209,514
1157.38609241,514
1158.24088273,512
1159.09567304,513
1159.95046336,514
1160.80525368,513
1161.660044,513
1162.51483432,515
1163.36962464,516
1164.22441496,516
1165.07920528,516
1165.9339956,516
1166.78878592,517
1167.64357624,516
1168.49836656,516
1169.35315688,516
1170.2079472,516
1171.06273752,515
1171.91752784,515
1172.77231815,514
1173.62710847,515
1174.48189879,514
1175.33668911,514
1176.19147943,514
1177.04626975,514
1177.90106007,514
1178.75585039,514
1179.61064071,514
1180.46543103,515
1181.32022135,514
1182.17501167,514
1183.02980199,516
1183.88459231,514
1184.73938263,515
1185.59417294,515
1186.44896326,515
1187.30375358,514
1188.1585439,514
1189.01333422,514
1189.86812454,514
1190.72291486,515
1191.57770518,514
1192.4324955,515
1193.28728582,515
1194.14207614,514
1194.99686646,514
1195.85165678,514
1196.7064471,514
1197.56123742,515
1198.41602774,515
1199.27081805,516
1200.12560837,516
1200.98039869,515
1201.83518901,514
1202.68997933,515
1203.54476965,515
1204.39955997,514
1205.25435029,514
1206.10914061,514
1206.96393093,515
1207.81872125,513
1208.67351157,515
1209.52830189,516
1210.38309221,516
1211.23788253,516
1212.09267284,515
1212.94746316,515
1213.80225348,514
1214.6570438,514
1215.51183412,514
1216.36662444,515
1217.22141476,514
1218.07620508,513
1218.9309954,515
1219.78578572,514
1220.64057604,513
1221.49536636,513
1222.35015668,513
1223.204947,514
1224.05973732,512
1224.91452764,513
1225.76931795,513
1226.62410827,515
1227.47889859,514
1228.33368891,514
1229.18847923,516
1230.04326955,516
1230.89805987,516
1231.75285019,515
1232.60764051,515
1233.46243083,514
1234.31722115,514
1235.17201147,514
1236.02680179,513
1236.88159211,514
1237.73638243,512
1238.59117274,513
1239.44596306,512
1240.30075338,513
1241.1555437,512
1242.01033402,513
1242.86512434,513
1243.71991466,513
1244.57470498,514
1245.4294953,514
1246.28428562,514
1247.13907594,514
1247.99386626,513
1248.84865658,513
1249.7034469,515
1250.55823722,515
1251.41302754,515
1252.26781785,515
1253.12260817,517
1253.97739849,516
1254.83218881,516
1255.68697913,517
1256.54176945,517
1257.39655977,515
1258.25135009,517
1259.10614041,516
1259.96093073,517
1260.81572105,515
1261.67051137,515
1262.52530169,516
1263.38009201,515
1264.23488233,514
1265.08967264,513
1265.94446296,513
1266.79925328,514
1267.6540436,512
1268.50883392,513
1269.36362424,513
1270.21841456,513
1271.07320488,513
1271.9279952,512
1272.78278552,513
1273.63757584,513
1274.49236616,513
1275.34715648,514
1276.2019468,514
1277.05673712,514
1277.91152744,513
1278.76631775,515
1279.62110807,515
1280.47589839,515
1281.33068871,514
1282.18547903,515
1283.04026935,515
1283.89505967,514
1284.74984999,514
1285.60464031,513
1286.45943063,514
1287.31422095,512
1288.16901127,513
1289.02380159,514
1289.87859191,514
1290.73338223,513
1291.58817254,514
1292.44296286,515
1293.29775318,515
1294.1525435,514
1295.00733382,516
1295.86212414,517
1296.71691446,517
1297.57170478,515
1298.4264951,516
1299.28128542,516
1300.13607574,516
1300.99086606,516
1301.84565638,515
1302.7004467,516
1303.55523702,515
1304.41002734,515
1305.26481765,515
1306.11960797,517
1306.97439829,515
1307.82918861,516
1308.68397893,516
1309.53876925,514
1310.39355957,514
1311.24834989,513
1312.10314021,513
1312.95793053,513
1313.81272085,513
1314.66751117,513
1315.52230149,515
1316.37709181,514
1317.23188213,514
1318.08667244,514
1318.94146276,514
1319.79625308,515
1320.6510434,514
1321.50583372,514
1322.36062404,515
1323.21541436,516
1324.07020468,515
1324.924995,515
1325.77978532,516
1326.63457564,514
1327.48936596,513
1328.34415628,514
1329.1989466,516
1330.05373692,515
1330.90852724,515
1331.76331755,515
1332.61810787,515
1333.47289819,514
1334.32768851,515
1335.18247883,514
1336.03726915,516
1336.89205947,515
1337.74684979,515
1338.60164011,516
1339.45643043,516
1340.31122075,516
1341.16601107,515
1342.02080139,515
1342.87559171,515
1343.73038203,515
1344.58517234,515
1345.43996266,515
1346.29475298,514
1347.1495433,513
1348.00433362,513
1348.85912394,513
1349.71391426,514
1350.56870458,513
1351.4234949,513
1352.27828522,515
1353.13307554,513
1353.98786586,512
1354.84265618,513
1355.6974465,514
1356.55223682,513
1357.40702714,514
1358.26181745,515
1359.11660777,516
1359.97139809,516
1360.82618841,516
1361.68097873,517
1362.53576905,517
1363.39055937,517
1364.24534969,517
1365.10014001,518
1365.95493033,517
1366.80972065,516
1367.66451097,517
1368.51930129,517
1369.37409161,517
1370.22888193,517
1371.08367224,516
1371.93846256,517
1372.79325288,516
1373.6480432,516
1374.50283352,516
1375.35762384,516
1376.21241416,517
1377.06720448,514
1377.9219948,515
1378.77678512,515
1379.63157544,514
1380.48636576,514
1381.34115608,515
1382.1959464,516
1383.05073672,515
1383.90552704,515
1384.76031735,515
1385.61510767,516
1386.46989799,515
1387.32468831,513
1388.17947863,515
1389.03426895,514
1389.88905927,515
1390.74384959,513
1391.59863991,514
1392.45343023,516
1393.30822055,515
1394.16301087,514
1395.01780119,515
1395.87259151,514
1396.72738183,514
1397.58217214,513
1398.43696246,514
1399.29175278,514
1400.1465431,513
1401.00133342,513
1401.85612374,516
1402.71091406,515
1403.56570438,515
1404.4204947,515
1405.27528502,515
1406.13007534,515
1406.98486566,513
1407.83965598,515
1408.6944463,515
1409.54923662,515
1410.40402694,514
1411.25881725,513
1412.11360757,514
1412.96839789,514
1413.82318821,513
1414.67797853,514
1415.53276885,515
1416.38755917,515
1417.24234949,514
1418.09713981,515
1418.95193013,515
1419.80672045,516
1420.66151077,515
1421.51630109,516
1422.37109141,518
1423.22588173,517
1424.08067204,518
1424.93546236,519
1425.79025268,520
1426.645043,519
1427.49983332,520
1428.35462364,520
1429.20941396,520
